system:index,RH_2m,datetime,.geo
20160108T20,78.32921117803548,2016-01-08 20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T21,75.25001203598276,2016-01-08 21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T22,74.91455277696303,2016-01-08 22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T23,78.0876997246693,2016-01-08 23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T00,87.16400569741745,2016-01-09 00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T01,83.55888478839836,2016-01-09 01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T02,83.27709164273303,2016-01-09 02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T03,85.71868090555378,2016-01-09 03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T04,87.89408396746005,2016-01-09 04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T05,89.58518587784037,2016-01-09 05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T06,88.77112587613027,2016-01-09 06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T07,88.49000884878294,2016-01-09 07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T08,91.52940415023542,2016-01-09 08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T09,92.46118816364421,2016-01-09 09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T10,92.24654245593477,2016-01-09 10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T11,93.12059176245468,2016-01-09 11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T12,89.16514132148815,2016-01-09 12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T13,85.40928537347412,2016-01-09 13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T14,82.27592573202513,2016-01-09 14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T15,72.96465899313344,2016-01-09 15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T16,67.07316974264255,2016-01-09 16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T17,60.95017959503839,2016-01-09 17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T18,55.89353853976596,2016-01-09 18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T19,58.964532691773556,2016-01-09 19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T20,58.60001992284953,2016-01-09 20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T21,59.68237352229205,2016-01-09 21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T22,64.09126602922338,2016-01-09 22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160109T23,69.89020023374023,2016-01-09 23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T00,78.6406768830086,2016-01-10 00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T01,85.06664057620806,2016-01-10 01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T02,85.9913035930142,2016-01-10 02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T03,86.36229120095769,2016-01-10 03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T04,85.8903373050335,2016-01-10 04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T05,86.74958792107931,2016-01-10 05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T06,88.59420509496549,2016-01-10 06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T07,88.96727981898545,2016-01-10 07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T08,89.79145879710214,2016-01-10 08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T09,89.66413994067966,2016-01-10 09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T10,90.16226784861658,2016-01-10 10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T11,89.2289366958234,2016-01-10 11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T12,88.56301929841393,2016-01-10 12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T13,85.3984973100412,2016-01-10 13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T14,78.86282535075637,2016-01-10 14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T15,72.3562498081895,2016-01-10 15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T16,65.75287733698967,2016-01-10 16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T17,62.958425615148464,2016-01-10 17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T18,60.486859069094066,2016-01-10 18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T19,57.8839621578105,2016-01-10 19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T20,56.14841383217893,2016-01-10 20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T21,55.95788971841057,2016-01-10 21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T22,60.366715538258006,2016-01-10 22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160110T23,72.14729417702543,2016-01-10 23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T00,76.43458633947473,2016-01-11 00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T01,79.7053074895396,2016-01-11 01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T02,82.2466920949292,2016-01-11 02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T03,83.16834703824182,2016-01-11 03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T04,84.39342179898284,2016-01-11 04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T05,88.18595591813711,2016-01-11 05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T06,90.02305597986877,2016-01-11 06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T07,92.79046743867679,2016-01-11 07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T08,94.19426607517882,2016-01-11 08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T09,94.36635743134231,2016-01-11 09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T10,95.20251290034231,2016-01-11 10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T11,95.94910165789773,2016-01-11 11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T12,92.46675873633909,2016-01-11 12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T13,89.91635786350326,2016-01-11 13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T14,83.33078154325747,2016-01-11 14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T15,76.02334191278678,2016-01-11 15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T16,70.02852680148771,2016-01-11 16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T17,68.70360584859947,2016-01-11 17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T18,67.60121216085459,2016-01-11 18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T19,58.69869988708298,2016-01-11 19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T20,58.017183692806626,2016-01-11 20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T21,58.46007954392726,2016-01-11 21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T22,60.64841036044791,2016-01-11 22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160111T23,66.14330159363648,2016-01-11 23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160112T00,78.47996916794916,2016-01-12 00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160112T01,73.87562096044003,2016-01-12 01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160112T02,71.89281172826728,2016-01-12 02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
